"","PROBEID","SYMBOL","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"HTA2-pos-PSR6_apd_hap1001122.hg.1","HTA2-pos-PSR6_apd_hap1001122.hg.1",NA,NA,-1.30602250637437,8.300401871933,-11.6359763935654,2.32258072624096e-13,2.9736326631026e-11,20.4438306155381
"HTA2-pos-PSR6_cox_hap2002759.hg.1","HTA2-pos-PSR6_cox_hap2002759.hg.1",NA,NA,-1.30602250637437,8.300401871933,-11.6359763935654,2.32258072624096e-13,2.9736326631026e-11,20.4438306155381
"HTA2-pos-PSR6_dbb_hap3002672.hg.1","HTA2-pos-PSR6_dbb_hap3002672.hg.1",NA,NA,-1.30602250637437,8.300401871933,-11.6359763935654,2.32258072624096e-13,2.9736326631026e-11,20.4438306155381
"HTA2-pos-PSR6_mann_hap4002287.hg.1","HTA2-pos-PSR6_mann_hap4002287.hg.1",NA,NA,-1.30602250637437,8.300401871933,-11.6359763935654,2.32258072624096e-13,2.9736326631026e-11,20.4438306155381
"HTA2-pos-PSR6_mcf_hap5002429.hg.1","HTA2-pos-PSR6_mcf_hap5002429.hg.1",NA,NA,-1.30602250637437,8.300401871933,-11.6359763935654,2.32258072624096e-13,2.9736326631026e-11,20.4438306155381
"HTA2-pos-PSR6_qbl_hap6002740.hg.1","HTA2-pos-PSR6_qbl_hap6002740.hg.1",NA,NA,-1.30602250637437,8.300401871933,-11.6359763935654,2.32258072624096e-13,2.9736326631026e-11,20.4438306155381
"HTA2-pos-PSR6_ssto_hap7002428.hg.1","HTA2-pos-PSR6_ssto_hap7002428.hg.1",NA,NA,-1.30602250637437,8.300401871933,-11.6359763935654,2.32258072624096e-13,2.9736326631026e-11,20.4438306155381
"HTA2-pos-PSR15011017.hg.1","HTA2-pos-PSR15011017.hg.1",NA,NA,2.11205016444805,7.51895092345085,11.6348940829831,2.32846611134286e-13,2.9736326631026e-11,20.4413202791769
"23076179","23076179",NA,NA,-1.28414507169268,6.23973030781335,-11.6274728727471,2.36923408484721e-13,2.98690556068526e-11,20.4241032699591
"23076498","23076498",NA,NA,-1.28414507169268,6.23973030781335,-11.6274728727471,2.36923408484721e-13,2.98690556068526e-11,20.4241032699591
"TC2200008411.hg.1","TC2200008411.hg.1","ASCC2","activating signal cointegrator 1 complex subunit 2",-1.96369027149977,8.31789305628461,-11.6084043431651,2.47736654360426e-13,3.10333552949459e-11,20.3798321092695
"HTA2-pos-3080354_st","HTA2-pos-3080354_st",NA,NA,-1.37450043408325,7.9102082009157,-11.580064714287,2.6474775886249e-13,3.29543935034721e-11,20.3139493571419
"TC0300007335.hg.1","TC0300007335.hg.1","TMA7","translation machinery associated 7 homolog",1.61293589504895,6.12195646171469,11.5740742638719,2.68493926850905e-13,3.32105035180927e-11,20.3000096880087
"TC1200010837.hg.1","TC1200010837.hg.1","GPR84","G protein-coupled receptor 84",2.11466471084329,4.17357337248385,11.5668895479581,2.7305851616668e-13,3.35640114840631e-11,20.2832848466656
"TC1000010498.hg.1","TC1000010498.hg.1",NA,NA,-2.08165774467124,6.16073949507521,-11.5506740533299,2.83654450254904e-13,3.46498886531876e-11,20.2455132170155
"TC0600013794.hg.1","TC0600013794.hg.1","AGPAT4","1-acylglycerol-3-phosphate O-acyltransferase 4",-1.5144694702799,4.61675937942446,-11.546896966808,2.86182373889456e-13,3.47428935017527e-11,20.2367101442486
"TC2100007140.hg.1","TC2100007140.hg.1","ETS2","ETS proto-oncogene 2, transcription factor",1.96621739773028,8.2633290900944,11.5423461783711,2.89258741480811e-13,3.49009304828412e-11,20.2261013815098
"TC1200011791.hg.1","TC1200011791.hg.1","CKAP4","cytoskeleton associated protein 4",2.03357185835316,7.45636357557892,11.5132959323108,3.09710251534972e-13,3.7140679981331e-11,20.1583162696051
"TC0300012007.hg.1","TC0300012007.hg.1","CD200R1","CD200 receptor 1",-2.1687324601635,4.24555544213284,-11.4624502291762,3.49135544484206e-13,4.15260355569499e-11,20.0394100023857
"TC0X00006631.hg.1","TC0X00006631.hg.1","TMSB4X","thymosin beta 4 X-linked",1.5299050107318,10.9305416242623,11.460795030414,3.50501952634041e-13,4.15260355569499e-11,20.0355335454613
"TC1600009855.hg.1","TC1600009855.hg.1","NPIPB6","nuclear pore complex interacting protein family member B6",-1.76408591284837,8.60006274840112,-11.4438559373525,3.64803892926863e-13,4.2961665641872e-11,19.9958418531794
"TC0500009046.hg.1","TC0500009046.hg.1","ADRB2","adrenoceptor beta 2",-1.94238598919308,4.96042686494517,-11.4335177247278,3.73824450776541e-13,4.3761937341799e-11,19.9715989626163
"23076121","23076121",NA,NA,-1.54650536142647,6.90949336106283,-11.3941583994997,4.10306199932002e-13,4.77484735743354e-11,19.8791745331798
"TC0700008786.hg.1","TC0700008786.hg.1","DNAJB9","DnaJ heat shock protein family (Hsp40) member B9",1.42999037437946,6.47677019911892,11.3853885393629,4.18919198618694e-13,4.84640228190227e-11,19.8585533907675
"TC0100006989.hg.1","TC0100006989.hg.1","DNAJC16","DnaJ heat shock protein family (Hsp40) member C16",-1.38799486245736,6.61073389464497,-11.3719078210587,4.32520794137932e-13,4.97449500486006e-11,19.8268356962684
"TC2000007820.hg.1","TC2000007820.hg.1","CASS4","Cas scaffold protein family member 4",-1.76393664743805,5.56234993035978,-11.3659908703756,4.38632570280255e-13,5.01545741843126e-11,19.812906675886
"TC1500009056.hg.1","TC1500009056.hg.1","RASGRP1","RAS guanyl releasing protein 1",-2.08941963383261,6.86140489037034,-11.3007658185913,5.12156373826492e-13,5.82230023355238e-11,19.6590574529701
"TC1900010673.hg.1","TC1900010673.hg.1","DYRK1B","dual specificity tyrosine phosphorylation regulated kinase 1B",-1.35659468450968,5.69313500607219,-11.224521425695,6.14283112383448e-13,6.94316435129039e-11,19.4785090510249
"TC0100015236.hg.1","TC0100015236.hg.1","LAMTOR5","late endosomal/lysosomal adaptor, MAPK and MTOR activator 5",2.21526215172206,6.57839325960505,11.2044223719704,6.44522397616673e-13,7.24332685367264e-11,19.4307868004668
"TC0500013316.hg.1","TC0500013316.hg.1","CD180","CD180 molecule",-2.45967139454878,6.58495704639018,-11.1927819143601,6.62727144772654e-13,7.40559929332033e-11,19.4031239330938
"TC0500011502.hg.1","TC0500011502.hg.1","ELL2","elongation factor for RNA polymerase II 2",1.6383468204565,7.25730167248209,11.1891893790708,6.68451058863313e-13,7.42735987269196e-11,19.3945828804328
"TC0300010775.hg.1","TC0300010775.hg.1","CX3CR1","C-X3-C motif chemokine receptor 1",-2.83574376633181,9.03902291031012,-11.1627971141493,7.1208054952756e-13,7.86768998177445e-11,19.3317846197267
"HTA2-pos-PSR02044916.hg.1","HTA2-pos-PSR02044916.hg.1",NA,NA,-1.43920581205118,7.51752240426684,-11.150464402847,7.334552829931e-13,8.05858382716497e-11,19.3024084604505
"TC1800006506.hg.1","TC1800006506.hg.1","MYL12A","myosin light chain 12A",1.73065574151628,8.90813259387044,11.1466153169702,7.4025981321025e-13,8.07546832024195e-11,19.2932359437095
"TC0100015864.hg.1","TC0100015864.hg.1","S100A6","S100 calcium binding protein A6",1.43068658455733,7.09303465631969,11.1446149884681,7.43821495827719e-13,8.07546832024195e-11,19.2884683139312
"TC0100008326.hg.1","TC0100008326.hg.1","SHISAL2A","shisa like 2A",-1.58528609999779,7.15457301067568,-11.1426650389389,7.47310334206556e-13,8.07546832024195e-11,19.2838202506015
"TC1500009079.hg.1","TC1500009079.hg.1","SRP14","signal recognition particle 14",2.46233618960087,7.68138469619682,11.1296289017705,7.71068189650927e-13,8.26674479513113e-11,19.2527333342453
"TC1300008517.hg.1","TC1300008517.hg.1","HMGB1","high mobility group box 1",1.96855868161105,7.79076050269123,11.1281132541441,7.73880037927339e-13,8.26674479513113e-11,19.2491175561657
"TC1700010548.hg.1","TC1700010548.hg.1","CWC25","CWC25 spliceosome associated protein homolog",1.43055226236108,5.82737880978166,11.1261053409744,7.77621287994742e-13,8.26674479513113e-11,19.2443269466188
"TC2200007406.hg.1","TC2200007406.hg.1","ATF4","activating transcription factor 4",1.02416522759207,7.71451757953995,11.0913950887366,8.45298666436592e-13,8.9378972434454e-11,19.1614288407952
"TC1900011657.hg.1","TC1900011657.hg.1","MCEMP1","mast cell expressed membrane protein 1",2.71931064126408,6.9578112386354,11.0743143215147,8.80783313932354e-13,9.26329702412172e-11,19.1205766035968
"TC0500011260.hg.1","TC0500011260.hg.1","SERINC5","serine incorporator 5",-1.19908541586331,7.10412332083673,-11.0716285404566,8.8649986587124e-13,9.27382599047323e-11,19.1141494861043
"TC0200007049.hg.1","TC0200007049.hg.1","TMEM214","transmembrane protein 214",-1.16070872312622,6.80536632170536,-11.0604889242668,9.10617663031339e-13,9.47572358668642e-11,19.0874820220133
"TC0700010005.hg.1","TC0700010005.hg.1","ZFAND2A","zinc finger AN1-type containing 2A",1.20471311256426,6.42070547089578,11.0461129677416,9.42736545411174e-13,9.71824780909172e-11,19.0530427254845
"TC1200007461.hg.1","TC1200007461.hg.1","PCED1B","PC-esterase domain containing 1B",-1.88048029274743,7.48568769042996,-11.0456424840323,9.43807053204108e-13,9.71824780909172e-11,19.0519151642708
"TC0700009675.hg.1","TC0700009675.hg.1","GIMAP8","GTPase, IMAP family member 8",-1.49252675371505,5.55868353346344,-11.0250416138951,9.91919726420532e-13,1.01604610726628e-10,19.0025143928465
"TC1600011501.hg.1","TC1600011501.hg.1","NPIPB3","nuclear pore complex interacting protein family member B3",-1.57938337343431,9.0694256380728,-10.9993927149664,1.05534338546994e-12,1.0754113140952e-10,18.9409299310547
"TC0200010523.hg.1","TC0200010523.hg.1","CD28","CD28 molecule",-2.07773967981887,6.80327713191782,-10.9836461949368,1.09631915315744e-12,1.11140766933749e-10,18.9030784548814
"TC0X00006625.hg.1","TC0X00006625.hg.1","TLR7","toll like receptor 7",-2.19243773929152,6.17271632754902,-10.9606777293595,1.15902320957681e-12,1.16894920321781e-10,18.8478079141344
"TC1400010716.hg.1","TC1400010716.hg.1","HOMEZ","homeobox and leucine zipper encoding",-1.34421840568237,5.58819570791677,-10.9521780379538,1.18314605650121e-12,1.18719048434741e-10,18.8273368016001
"TC0600011282.hg.1","TC0600011282.hg.1","TRIM27","tripartite motif containing 27",-1.3507110126586,6.89652441330343,-10.9437555581911,1.20755595900828e-12,1.2055331495338e-10,18.8070421918119
"TC1600009958.hg.1","TC1600009958.hg.1","NPIPB13","nuclear pore complex interacting protein family, member B13",-1.44983609654043,9.08562222382573,-10.9412111849959,1.2150307610352e-12,1.20686919077168e-10,18.8009094777846
"TC0200007895.hg.1","TC0200007895.hg.1","PLEK","pleckstrin",1.5253203631,8.4118189008197,10.92662405682,1.25880635914408e-12,1.24406757111993e-10,18.7657334673922
"TC1800007198.hg.1","TC1800007198.hg.1","SLC14A1","solute carrier family 14 member 1 (Kidd blood group)",-2.98184631481769,6.29633525992146,-10.9097299009257,1.31152455161068e-12,1.28510709825375e-10,18.7249588733842
"TC0400011548.hg.1","TC0400011548.hg.1","LEF1","lymphoid enhancer binding factor 1",-2.34211593160378,8.46891575667801,-10.9091415073179,1.31340075633805e-12,1.28510709825375e-10,18.723538082943
"TC1000007883.hg.1","TC1000007883.hg.1","SRGN","serglycin",1.77080677322909,10.5696635220421,10.9036286046134,1.33111345656673e-12,1.29599051239099e-10,18.7102238755667
"TC1600008407.hg.1","TC1600008407.hg.1","NPIPB15","nuclear pore complex interacting protein family member B15",-1.56162481414833,7.74454894315692,-10.8829134016592,1.39988084116887e-12,1.35217659684925e-10,18.660158492808
"TC1600007353.hg.1","TC1600007353.hg.1","NPIPB8","nuclear pore complex interacting protein family member B8",-1.60195039447583,8.88455026312244,-10.8802454772399,1.40899750671939e-12,1.35217659684925e-10,18.6537063922834
"TC2000009916.hg.1","TC2000009916.hg.1","TGIF2-RAB5IF","TGIF2-RAB5IF readthrough",1.34114367474792,8.37834643231986,10.8801140061835,1.40944832640513e-12,1.35217659684925e-10,18.6533884185959
"TC0200014672.hg.1","TC0200014672.hg.1","NR4A2","nuclear receptor subfamily 4 group A member 2",3.06341904023992,5.06036888566438,10.8538740774553,1.50244209146143e-12,1.434394592853e-10,18.5898789411192
"TC0100007574.hg.1","TC0100007574.hg.1","EPB41","erythrocyte membrane protein band 4.1",-1.85315482200041,9.72445195354602,-10.8385913684852,1.55946903074979e-12,1.48164625254861e-10,18.5528474061577
"TC1400010619.hg.1","TC1400010619.hg.1","HIF1A","hypoxia inducible factor 1 subunit alpha",1.79653917677964,9.24374685207918,10.8269469009038,1.60440078701013e-12,1.51700722491001e-10,18.5246108206861
"TC1900009824.hg.1","TC1900009824.hg.1","DNAJB1","DnaJ heat shock protein family (Hsp40) member B1",1.55959297913122,7.49262056333415,10.8008813798043,1.70983396523176e-12,1.60896194230684e-10,18.4613392596766
"TC0700008494.hg.1","TC0700008494.hg.1","BUD31","BUD31 homolog",1.72747343001739,4.9919286566278,10.7949736188368,1.73469871984547e-12,1.62458665348575e-10,18.4469861489773
"TSUnmapped00000019.hg.1","TSUnmapped00000019.hg.1",NA,NA,-1.61019160459518,5.29068464827433,-10.7861703795484,1.77243720268886e-12,1.6520626760797e-10,18.4255897411711
"TC0100018323.hg.1","TC0100018323.hg.1","IER5","immediate early response 5",1.75583153879236,6.29499616312825,10.7604452327422,1.88759649139967e-12,1.75110189605459e-10,18.3630051535343
"TC1500010020.hg.1","TC1500010020.hg.1","UBL7","ubiquitin like 7",-1.42977179848094,7.45199958869439,-10.729768995741,2.03496651364734e-12,1.87895241426771e-10,18.288260042815
"TC0600012542.hg.1","TC0600012542.hg.1","UBE2J1","ubiquitin conjugating enzyme E2 J1",1.54955856274511,8.79195167296845,10.7070359598131,2.15171856508542e-12,1.9774695803521e-10,18.232788127236
"TC0400009936.hg.1","TC0400009936.hg.1","GRPEL1","GrpE like 1, mitochondrial",1.8093926151927,6.98679082886023,10.7030993259621,2.17262087128057e-12,1.98739231048721e-10,18.2231751560865
"TC2200008637.hg.1","TC2200008637.hg.1","IL2RB","interleukin 2 receptor subunit beta",-1.68289161550452,7.47193258629043,-10.6801636392005,2.29859485264978e-12,2.0928918966233e-10,18.1671267130399
"HTA2-pos-3637132_st","HTA2-pos-3637132_st",NA,NA,2.51674075709088,8.13222790242634,10.6728992960117,2.34003067118044e-12,2.11995875540276e-10,18.1493600164719
"TC0200016591.hg.1","TC0200016591.hg.1","BZW1","basic leucine zipper and W2 domains 1",1.5495595401858,7.62736612483449,10.6710173292042,2.35088930007701e-12,2.11995875540276e-10,18.1447560638902
"TC1200010968.hg.1","TC1200010968.hg.1","DDIT3","DNA damage inducible transcript 3",1.95830593517639,5.24363298499183,10.6693315201707,2.36065982322268e-12,2.11995875540276e-10,18.1406315801247
"TC0200015447.hg.1","TC0200015447.hg.1","SUMO1","small ubiquitin like modifier 1",1.74099882453267,7.54553062418285,10.6540884949972,2.45090951853905e-12,2.19100170459579e-10,18.103320892153
"TC1200011914.hg.1","TC1200011914.hg.1","HVCN1","hydrogen voltage gated channel 1",-1.70326224865284,6.88295361585843,-10.6450567764192,2.50603869365169e-12,2.230147646518e-10,18.0811990947554
"TC0500007143.hg.1","TC0500007143.hg.1","SKP2","S-phase kinase associated protein 2",-1.17111830425652,5.37395600536667,-10.6338655107399,2.57611052763609e-12,2.2821786372531e-10,18.0537726824404
"TC1200011936.hg.1","TC1200011936.hg.1","ATXN2","ataxin 2",-1.43378565255024,7.82052224971545,-10.6193804846951,2.66978665585881e-12,2.35456027626795e-10,18.0182493746025
"TC0200007176.hg.1","TC0200007176.hg.1","SLC30A6","solute carrier family 30 member 6",-1.63317795973982,6.31921706040668,-10.616580065399,2.68829480480947e-12,2.36029883599053e-10,18.0113783425562
"HTA2-pos-PSR14009915.hg.1","HTA2-pos-PSR14009915.hg.1",NA,NA,0.979420221974663,7.51131952066591,10.6052650863993,2.76442044703475e-12,2.41634919697033e-10,17.9836055300713
"TC1700011818.hg.1","TC1700011818.hg.1","JMJD6","jumonji domain containing 6, arginine demethylase and lysine hydroxylase",1.3192261912063,6.30929854677633,10.5857994693855,2.90057306287152e-12,2.5241402844024e-10,17.9357867227284
"TC0100013293.hg.1","TC0100013293.hg.1","ID3","inhibitor of DNA binding 3",-1.17322591111678,4.86258344691816,-10.5821082167645,2.92715427664228e-12,2.53605035941514e-10,17.9267131487761
"TC0300011988.hg.1","TC0300011988.hg.1","GCSAM","germinal center associated signaling and motility",-1.58265191185504,4.02818547017857,-10.574330990892,2.9839763195898e-12,2.5698810965988e-10,17.9075897529705
"HTA2-pos-PSR01029259.hg.1","HTA2-pos-PSR01029259.hg.1",NA,NA,-2.15663940853562,6.16767751635844,-10.5731995448737,2.9923362542387e-12,2.5698810965988e-10,17.9048069688245
"TC1400007161.hg.1","TC1400007161.hg.1","PTGDR","prostaglandin D2 receptor",-1.66219625203862,6.34859325432075,-10.5540517196547,3.13749829714623e-12,2.68283386999891e-10,17.8576870029917
"TC1800006508.hg.1","TC1800006508.hg.1","MYL12B","myosin light chain 12B",1.95337535281902,8.40782537685404,10.5509485828681,3.16169197586795e-12,2.69181801252792e-10,17.8500460158874
"TC0700013594.hg.1","TC0700013594.hg.1","TRIM4","tripartite motif containing 4",-1.39948188899782,6.20115658275721,-10.5462840379432,3.1984181392411e-12,2.70294821040939e-10,17.8385578782824
"23075584","23075584",NA,NA,-1.873069744834,8.7321398113519,-10.5355355468063,3.28471359275865e-12,2.70294821040939e-10,17.812074708034
"23075757","23075757",NA,NA,-1.873069744834,8.7321398113519,-10.5355355468063,3.28471359275865e-12,2.70294821040939e-10,17.812074708034
"23075917","23075917",NA,NA,-1.873069744834,8.7321398113519,-10.5355355468063,3.28471359275865e-12,2.70294821040939e-10,17.812074708034
"23076058","23076058",NA,NA,-1.873069744834,8.7321398113519,-10.5355355468063,3.28471359275865e-12,2.70294821040939e-10,17.812074708034
"23076218","23076218",NA,NA,-1.873069744834,8.7321398113519,-10.5355355468063,3.28471359275865e-12,2.70294821040939e-10,17.812074708034
"23076381","23076381",NA,NA,-1.873069744834,8.7321398113519,-10.5355355468063,3.28471359275865e-12,2.70294821040939e-10,17.812074708034
"23076528","23076528",NA,NA,-1.873069744834,8.7321398113519,-10.5355355468063,3.28471359275865e-12,2.70294821040939e-10,17.812074708034
"TC0900006708.hg.1","TC0900006708.hg.1","SNAPC3","small nuclear RNA activating complex polypeptide 3",-1.54435903561268,5.49562416153929,-10.5315751399752,3.31710635138692e-12,2.71823044219694e-10,17.8023127705792
"TC0100018484.hg.1","TC0100018484.hg.1","MCL1","MCL1 apoptosis regulator, BCL2 family member",1.19155746806022,10.3167818786077,10.5256599731621,3.36609592896274e-12,2.74166245526457e-10,17.7877286633777
"TC0600013464.hg.1","TC0600013464.hg.1","SHPRH","SNF2 histone linker PHD RING helicase",-1.67170229066628,5.20447985412727,-10.5247638640382,3.37358170627969e-12,2.74166245526457e-10,17.7855188572209
"TC0X00009611.hg.1","TC0X00009611.hg.1","SLC38A5","solute carrier family 38 member 5",-2.61652410606708,7.41869845230982,-10.5199919999529,3.41373139391319e-12,2.76287470469509e-10,17.7737496213423
